totalScore,text,title
4.8,"Best service for emergency department
Thanks to sister jagatjita,sister usha, sister deepa and brother satya and umakantafor treating excellent care","Manipal Hospitals, Bhubaneswar"
4.8,Manipal hospital best healthcare provider under the best doctor sr lilima sr iti sr rita sr subha sr mamuni sr puja housekeeping renunciation pinky f&b bhola,"Manipal Hospitals, Bhubaneswar"
4.8,"I m highly grateful to take the treatment in newly based manipal hospital.All staffs are very cordial and supportive.
I have been admitted through emergency and today getting discharged due to the unwavering support and relentless work extended by the nursing sister jhili didi,kheri didi,seema sister,lipika sister,baisakhi sister,Alima sister, monalisha sister, suchi sister, Manoj Bhai ,Chandra Bhai ,satya bhaiand all supportive staffs.
Special thanks to floor manager brother biswa bhai,asish Bhai,ritesh Bhai.They are very open to us for any moment.

Thanks","Manipal Hospitals, Bhubaneswar"
4.8,"Today due to an medical emergency i reached to manipal hospital  where I found an excellent behaviour with amazing treatment from dr Jeevan , sister Usha, sister Deepa, sister Satya & sister Saudamini.  I also thanks to both transport and food facilities.","Manipal Hospitals, Bhubaneswar"
4.8,"Monipal hospital nicu dipartmet is good
Priyadarsni
Lips a","Manipal Hospitals, Bhubaneswar"
4.8,"My husband mr piyush sanghvi admitted in ctvs icu  bed no 1006 under doctor Biswajit Mohapatra. My Doctor Biswajit Sir.is very good & cooperative,  Special nursing staf Arya madm ,Rubina,Arpita  & Brother Sumit,Jyotsna, Gayatrisister entire  staff are very very good.","Manipal Hospitals, Bhubaneswar"
4.8,Worst management after Manipal took over. No response to anything even after admitting the patient. Irregular staff response. And very casual in attending bed services. If this is what they take money for not at all worthy. I suggest don't admit if any serious patient is there.,"Manipal Hospitals, Bhubaneswar"
4.8,"Prompt service with quality doctors.
Great experience.
Dr. Gyana Ranjan
Dr. Ramaya Ranjan
Dr. Avishek
Dr. Prabhudeva
All narshing staff of 4th floor C block
Especially Priyanka sister, Rajashree sister, Liva sister, Gita sister, Nivedita sister","Manipal Hospitals, Bhubaneswar"
4.2,Good service sister nd nurs is very carring nd specially thanks to srikant sir overall thankyou so much all stap,Neelachal Hospital Pvt Ltd
4.2,"All stafe are very good bihebiyar...
All are good",Neelachal Hospital Pvt Ltd
4.2,Good hospital,Neelachal Hospital Pvt Ltd
4.2,The first ever hospital where I got my internship.thanks for giving me a chance to be in a Nobel profession that serves the patients..proud to be a part of this hospital and myself for doing my job with all my honesty and sincerity,Neelachal Hospital Pvt Ltd
4.2,"I was admitted  in 3 rd floor of the hospital .not only the doctors,nurses took good care of me .the incharge of the floor was very humble  and all the staff of 3 rd floor r very hospitable  to us ; the swastthyamitra of the hospital  was also very cooperative  to me.",Neelachal Hospital Pvt Ltd
4.2,One of the best hospital in this city.,Neelachal Hospital Pvt Ltd
4.2,"My Mother was admitted for amputation last month,  and specials thanks to the these people Alka, Snigdha, rozy , subha , lalu and bulu For the support. I got the best treatment overthere.",Neelachal Hospital Pvt Ltd
4.2,Service is excellent. Workshop owner and the mechanic were courteous and supportive.,Neelachal Hospital Pvt Ltd
4.2,Nice hospital,Neelachal Hospital Pvt Ltd
4.2,"I like the treatment of the hospital. I recommend that if you have any disease you will come here for better treatment.i
Ilove it.",Neelachal Hospital Pvt Ltd
4.2,"I recently had an exceptional experience at Neelachal Hospital Pvt Ltd. The staff was incredibly professional, attentive, and compassionate from start to finish. The facilities were state-of-the-art, clean, and comfortable. My doctor took the time to explain everything in detail, ensuring I felt at ease throughout my stay. The nurses were attentive and provided top-notch care. I felt truly cared for and would highly recommend this hospital to anyone seeking high-quality medical treatment.",Neelachal Hospital Pvt Ltd
4.2,The service here was very good but one staff member named SUBHA behaved a bit badly which I didn't like otherwise everything is very well thankyou.,Neelachal Hospital Pvt Ltd
4.4,Good staff with friendly doctors,UTKAL HOSPITAL
4.4,"Nimai sir=GOD for my husband
Thank you sir ame asa chadi dae thilu SCB jae ki failur helu but apono life save kole thank you sir",UTKAL HOSPITAL
4.4,"Ame Bangolre prasanti jaethilu Puo ro Heart problem thila
Tapore Mumbai Hospital jae thilu But asarupaka pholo paeluni Ebe Utkal Hospital re Nimai sir Puo ro Heart operation korithile
Se Ebe Sampurno susta Thank you sir
Sir apono amo pain bhagaban
Puo ku nua jibono dele thank you Sir",UTKAL HOSPITAL
4.4,Best service in utkal,UTKAL HOSPITAL
4.4,Cath lab staffs are best,UTKAL HOSPITAL
4.4,Doctor Pranabandhu gave us best service,UTKAL HOSPITAL
4.4,Dr Divya Singh help me alot in my surgery,UTKAL HOSPITAL
4.4,Good consultation with Dr Amitav Rath,UTKAL HOSPITAL
4.4,Had good checkup,UTKAL HOSPITAL
4.4,Excellent service by staff,UTKAL HOSPITAL
4.4,Good health check up,UTKAL HOSPITAL
4.4,Lab staff are best,UTKAL HOSPITAL
4.4,Good doctor with great staff,UTKAL HOSPITAL
4.4,Best facilities in utkal,UTKAL HOSPITAL
4.4,Great doctor Mr Agasti,UTKAL HOSPITAL
4.4,Dr Pani is very friendly and cooperative,UTKAL HOSPITAL
4.4,Dr Paikray is a savior,UTKAL HOSPITAL
4.5,Good service,Health Village Hospital
4.5,"Good care,good treatment,good service",Health Village Hospital
4.5,U saved my mother...,Health Village Hospital
4.5,All Good,Health Village Hospital
4.5,My treatment went well...thank you health village..,Health Village Hospital
4.5,Thank you health village,Health Village Hospital
4.5,Good service,Health Village Hospital
4.5,They are taking really good care of everything.,Health Village Hospital
4.5,One of the best hospita..,Health Village Hospital
3.9,"KHL Is very Good
Thank You",Kalinga Hospital Ltd.
3.9,Best quality treatment. Good behaviour of Doctor as a family member.,Kalinga Hospital Ltd.
3.9,Hospital is very good,Kalinga Hospital Ltd.
3.9,"Nice hospital with experienced doctors. Got operated this month by Senior Surgeon Dr P.K Mishra. All the facilities, food and patient care was up to the expectations. Highly recommended.",Kalinga Hospital Ltd.
3.9,"Very worst hospital,, bad behaviour towards patients along with attendant.. Also to growing their medical bill they used to prescribed unwanted medication which was the patient not needed at all....",Kalinga Hospital Ltd.
3.9,All services are excellent.one of the best Hospital.,Kalinga Hospital Ltd.
3.9,Very effective experience in your hospitality. Thank you so much.,Kalinga Hospital Ltd.
3.9,Hospital service is amazing and also the staffs are very cooperative.,Kalinga Hospital Ltd.
3.9,behaviour of the staff and Doctors are good all are cooperative and everything is ok the quality management team also do their best to improve the quality and patient's safety,Kalinga Hospital Ltd.
3.9,Very good experience,Kalinga Hospital Ltd.
3.9,Very good tritment and very good doctor soo good hospital in Kalinga medical and sarvesh is very good,Kalinga Hospital Ltd.
3.9,P k seti bast Dr. Other services are best. Hospital is Exellent.,Kalinga Hospital Ltd.
3.9,"Dr. Alok mantri sir is incredible. Not only has he taken great care of my brother's health, but also he is lovely to speak with at every appointment.He asked to admit for ercp in kalinga hospital and we have superb experience here .Dr. Soma mam did a great job for my brother's (ercp) & helth. She explained everything to me in a very clear manner. She was also kind and friendly. All of the staff was great ,they were helpful...",Kalinga Hospital Ltd.
3.9,Good,Kalinga Hospital Ltd.
4.2,A very good and  old hospital in the ❤heart  of the city,Neelachal Hospital Pvt Ltd
4.2,Staff very co operative and friendly. Overall cleanliness and hygiene should be improved.,Neelachal Hospital Pvt Ltd
4.2,"In the hospital, were a family, """" Even in the darkest of time, the light of healing shines⭐✨ Good Hospital, best treatment nd all doctors nd nurses,
attendants  behaviour good..... By the way ""A hospital may be a place of illness, but it's also a place of healing hope, and humanity best hospital best treatment tq neelachala hospital all members",Neelachal Hospital Pvt Ltd
4.2,"Good service and behaviour, specially thanks to Anita mam for better support and caring with helping",Neelachal Hospital Pvt Ltd
4.7,Better dialysis,Apollo Hospitals
4.7,Best treatment...more caring . Cicu (126),Apollo Hospitals
4.7,"All ICU nursing staff are well experienced, overall the treatment was good, thankyou",Apollo Hospitals
4.7,"Bed no -284
My mother was admitted at appollo hospital bhubaneswar... treatment was good..and nurses are really caring, responsible, Thank you kusum didi, moumita didi...",Apollo Hospitals
4.7,Food service was excellent.. I Aprisate to food service. Room.no.126,Apollo Hospitals
4.7,"Apollo hospital bhubaneswar
Bed-421
We are very happy with all nursing staffs services special thanks to sweta sister she did alot today and struggle alot for our discharge procedure thanks you all",Apollo Hospitals
4.7,All services very good,Apollo Hospitals
4.7,"Apollo hospital bhubaneswar
Bed-442b
The doctor Ambika Prasad Das is really vey good  & experienced doctor. The nurse Sweta is really veri friendly and cooperative. Sevice, food,  nurse are excellent. The only thing Hospital is too much crowded.",Apollo Hospitals
4.7,"Apollo hospital bhubaneswar
Bed-420
We are very happy with sweta sister service provided to us",Apollo Hospitals
4.7,"Bed No 440A Apollo hospital bhubaneswar all sisters are good and sister shikha and sister Sweta are very good behaviour and very caring.....
I want express my appreciation to the house keeping department, the house keeping staff like Mayabati, Gayatri, prakash & PCA staff Tillotama parida, sudhanshu appreciate to these staffs are very caring. Thank you Apollo hospital
Bhubaneswar",Apollo Hospitals
4.7,I admitted apollo hospital bbsr . Bed number-278.2nd general ward all are service excellent   speciall thanks for all nurses sister mamina. Kusum. Madhu. Rubina. chinu,Apollo Hospitals
4.7,"Bed no- 287
My son admitted Apollo hospital bhubaneswar their staff are friendly they are given proper care to us specially thanks subhransu sekhar Jena thank you kusum chinu madhu shradha mamina Rubina",Apollo Hospitals
4.7,"I have admitted in 2nd general ward
Doctor was very good doctor... treatment was very good....all nursing staff are very good and cooperative...thanks to Rubina and kusum sister and thanks to all staffs",Apollo Hospitals
4.7,Great service by the doctors and a special thanks to the entire nursing staff for the polite and enduring service. Pricing is quite high,Apollo Hospitals
4.7,"Bed no -286 manisha Naik
Very good treatment all staff are excellent and friendly dr Purna specially thank you kusum shradha mamina chinu madhu Rubina",Apollo Hospitals
4.7,"My patient was admitted in 2nd general ward 290 bed... All treatment was very good for my patient.... All nursing staff are very good and very cooperative....and doctor also was very good.... Thanks to rubina sister, shradha sister and all staffs",Apollo Hospitals
4.7,"4th floor c block bed no 426 Swagatika Sonali sweta Rita nursing care department staff ,They took good care of my grandfather who was hospitalised
Thank you",Apollo Hospitals
4.7,Good service.... Nurse took good care especially night shift nurse,Apollo Hospitals
4.7,ENT Treatment room : Dr. Asbhishek  and nurses nazia and swarna were very kind helpful and knowledgeable .Had a painless Treatment  . Thank you .,Apollo Hospitals
4.7,Good,Apollo Hospitals
4.7,Thanks to ultimate thanks to everyone and very very thanks to all staff for my treatment nursing is a good and doctors are copretive and housekeeping good clean excellent performance.houskeeping all staff thanks,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Dr chinmayee kar was my doctor and she is a excellent doctor. Under her guidance I was going through a normal delivery. Her smiling face also helped me a lot during my treatment. I am grateful to have her as my doctor.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,As per my view hospital staff doctors are best in sum ultimate.i strongly recommend for better treatment in this hospital.specially thanks to billing department bed no-ub-16,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,All staffs behaviors is very good. Everything is OK.  Ultimate hospitality staff Anjali das roomcleaning  everday her attitude and behavior and works is excellent.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,All Services are Excellent.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Dr. Radhamadhaba Sahu, ENT specialist . Who is the best doctor who treated my doughter. I am grateful to him. Thank you all hospital staffs for care and full support",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Dr Satyajit rath best Doctor in your hospital his behaviour is very good all Nurses team and house keeping team very cooperative. Ultimate hospitality staff Sarala das, Bikram, mama bhoi working are very good. General ward neat and clean hygiene also,Thank you.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Sum ultimate hospital Hospitality Linen staff Pragati pradhan good behavior and helping neture overall good,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Servicing outstanding..cleaning we'll...staff s are coaprately and politely speaking ...also friendly...barsa di and Ambika di bahut ache Hai and mixing nature and friendly speaking barca and Ambika di bahut bhl and bahut ache se baat Karter hai patient  ke sath..all r good ..thank you all staffs and nurses and doctors from sum ultimate hospital......room no_3021...from Namita  and santosh,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Service is good,nursing and house keeping timely respond and all staff behaviour is good .Dr. sidharth sir is a good doctor. I have a  satisfactory experience. The hospital is so hygiene and clean.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Good quality service, with dedicated care, service and  behaviour of all the staffs ,doctors,nurses
The billing process is most simpler than other hospitals
Thanks to all for their splendid services
*House keeping department linen staff
pranati pradhan",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,All services are cost effective as much as I experienced.i would love to recommend the hospital to others.Thank you,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"All staff including supporting staff's behaviour and treatment is very nice. They are very cooperative. They are doing everything happily including the canteen service. The treatment is also very satisfactory.
We will prefer this hospital for any type of health issues in future.
Bed no.-5004",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,All service are good except food service,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Best house keeping service. Neat and clean environment.....,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Chinmayee kar mam is very humble and polite and her reatment is very satified, and ultimate staff also is provided good services and hospitality, overally good experience from  top to bottom.. I would definitely suggest this ultimate hospital for  the future reference..",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Dr. Chinmayee kar is a very nice doctor. She understood the actual situation of a woman what want. Really appreciate her attitude towards patient. Strongly recommend this hospital . Staff are well trained and very helpful. Moreover all hospital staff are very helpful and cooperative.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"My wife’s p regency journey is very smoothly because of Dr. Chinmayee kar very friendly and highly experience doctor.Thnky you maam for all these things and Thank you to sum ultimate all staff, nurses…",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Treating physician- Dr. Chinmayee kar mam  is an outstanding gyanacologist who truly care of my wife and babies. I highly recommend her to anyone seeking knowlagable care. all staffs are very cooperative and friendly.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Dr tapan sir and 3rd floor nursing staff very cooperative . Kind hearted . All staff also very helpful in sum Ultimate Medicare. Housekeeping staff pranati and transport staff tutu das very punctual and behaviour of their very nice. All staff including food dept and dietician staff very supportive and guided me very well. Thank you sum Ultimate,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.3,"Very good hospitality. All nursing staff including Manju,ankita,jyotsna are very cooperative. Dr sandeep singh and teamis very good in ortho.","CARE Hospitals, Bhubaneswar"
4.3,"Dr.Sandeep Singh is a very good doctor. Few months ago my knee pain started. I visited so many doctors for treatment but no result but at last I visited Dr.sandeep for treatment and now my knee pain is almost stopped I am felling better and I will definitely recommend others to visit.
Thank you","CARE Hospitals, Bhubaneswar"
4.3,"Very good hospital and hospitality, especially Dr. Sandeep and his team were excellent my treatment was done  very carefully. Thanks to care hospital.","CARE Hospitals, Bhubaneswar"
4.3,Good service,"CARE Hospitals, Bhubaneswar"
4.3,Service was good. Nursing staff and doctors were also good. Well behaved staffs. Too much satisfied with your hospitality. Thank you...,"CARE Hospitals, Bhubaneswar"
4.3,"I would like to express my sincere appreciation for the exceptional care provided by the staff at Care Hospital, particularly Incharge Manju, Janiya, Ankita, Sweety, Swagatika, Sunita, Aishwariya, Jyotsna, Itismita, Chainika, and Laxmi. Their dedication and hard work are truly commendable.

Every interaction with them has been marked by their polite and compassionate demeanor. They consistently deliver the very best service, going above and beyond to ensure comfort and well-being. Their commitment to their work and patients is evident in every aspect of their care.

I am especially grateful to Dr. K. Panda for his exemplary professionalism and expertise. His care has been invaluable and reassuring throughout my treatment.

Overall, the staff at Care Hospital not only provides excellent medical care but also creates an environment where patients feel cared for, akin to being with family. I wholeheartedly appreciate their efforts and commitment to delivering outstanding healthcare services.","CARE Hospitals, Bhubaneswar"
4.3,My personal experience is good,"CARE Hospitals, Bhubaneswar"
4.3,CARE BEST HOSPITAL AT BBSR,"CARE Hospitals, Bhubaneswar"
4.3,"5 star for consultation by Dr Mitalee Kar ( Neurologist) and minus 2 star for difficulties in billing counter, non cooperation and improper information and by staff. Pl improve service","CARE Hospitals, Bhubaneswar"
4.7,"ENT treatment room,  nurses services is good",Apollo Hospitals
4.7,ENT  treatment room nurses are really very good person they’re given good service,Apollo Hospitals
4.7,Thanks to Apollo Bhubaneswar.  A very friendly and caring hospital I found. All the Nurses are very punctual. Doctor is also very caring. I would express my gratitude to Dr. Ambika Prasad Dash sir and his Team for their  excellent service and extreme effort to recover the patient and bring the smile back of patient. I feel much comfortable during the stay at Hospital. I must recommend other patient to visit Apollo. Overall Remarkable job indeed.,Apollo Hospitals
4.7,Orthodontist treatment room nursing service was very nice,Apollo Hospitals
4.7,Nice environment,Apollo Hospitals
4.7,Bed no 515 admitted under BR Das... Excellent treatment.. Excellent supporting services especially highly cooperative nursing staffs...,Apollo Hospitals
4.7,Orthopedic dressing room nursing service is very good and doctor's service is very good,Apollo Hospitals
4.7,418 - The hospital is having best facilities with excellent service of Manasi Jena PCA Housekeeping staff lalita mayavati Nusing Truptimayee Debasmita,Apollo Hospitals
4.7,"Bed n0 410, Excellent service from house keeping, pca staff Mansi Jena, Lalita, mayabati from house keeping, really appreciative work Thank you Apollo Regards bed no 410",Apollo Hospitals
4.7,Very very hard working staf,Apollo Hospitals
4.7,Excellent service.,Apollo Hospitals
4.7,Do not visit this hospital. Firstly they will not take admission if you are going with insurance. Then they will unnecessarily put you in ICU charging very high price and you won't be able to know what unnecessary service they are providing.,Apollo Hospitals
4.7,Awesome. Very Helpful and great hospitality.,Apollo Hospitals
4.7,"Thanks to all team for all the kind support and everything. We are very thankful to all the nursing sister, catering and housing keeping staffs during hospital service. Very Co-operative staff and understands patients problem very well. Thank you for your outstanding dedication and care. Your compassion and kindness will made a real difference in my recovery.” “I am grateful for the exceptional support you provided during my time at your hospital.",Apollo Hospitals
4.7,Very good service,Apollo Hospitals
4.7,"Very good hospital with all necessary arrangements. All doctors & nursing staffs are very cooperative & experienced. Specially thanks to Nurse Piyali is very good with her treatment & Behaviour who take care of my father nicely. Thanks to Apollo Hospital & it's all staffs.

Thanks
Paresh Kumar Sahoo
Patient - Mr. Prafulla Kumar Sahoo
Room No - 415",Apollo Hospitals
4.7,"Best nursing & supporting staffs.Too much cooperative.Gratitude to Dr. Sandeep Biswal & his whole team.

Food management is very disappointed.need to be improved.

Bed no 520
Lokesh Behera",Apollo Hospitals
4.2,All sisters are too caring and affectionate.... Nursing care and facilities are too good... Doctors are too nice... Thank you☺️,Neelachal Hospital Pvt Ltd
4.2,Good service,Neelachal Hospital Pvt Ltd
4.2,"A very good and old Hospital in the heart of the City. So many renowned Doctors are available here especially nephrology, neurology and medicine. Hospital management and administration is quite good. A well operated dialysis unit is functioning also. All staff members, patient attendants are cordial and good in behaviour. Corporate staff are very cordial and cooperative. Santosh Sir, Anita Mam, Rupa Mam, Kalyani Mam, Lau Sir and Bulu Sir are very good.",Neelachal Hospital Pvt Ltd
4.2,Good,Neelachal Hospital Pvt Ltd
4.2,"This is very worst hospital, They don't have experience doctor to catch the actual disease, They have killed my mom without proper treatment after admitting in ICU.
Such types of hospitals should be shuting down. don't go to such worst hospital. we believe drs are the second god but Neelanchal hospital drs are never ever deserve this position.",Neelachal Hospital Pvt Ltd
4.2,"Really vry bad experience, vry bad service, I request to public please don't come this hospital, If you want to die then come to this property. All the nurse staff and attendant staff are not well behaviour.....",Neelachal Hospital Pvt Ltd
4.2,well experience with hospital during stay of 3 days. Awesome staff for anytime support . Thanks to dr ravi sharma for my treatment,Neelachal Hospital Pvt Ltd
4.2,Security behaviour vary bad,Neelachal Hospital Pvt Ltd
4.2,"One of the worst hospitals I've ever visited. The staffs are so so unprofessional. There behaviour towards the patient is so pathetic and rude. One of the lady doctor was there, who instead of taking some actions or calm the situations, was constantly mocking and making fun of a very serious situation.
My grandmother who is a 70 year old day, have various types of complications. Getting her viens for injection is a very difficult task, so it should be done in one shot. But the unqualified doctors injected many places that made her hands swell into black areas. Still they were making issues and not taking any kind of responsibilty., rather were behaving so badly that I can't even imagine. The sanitation is so poor. The services are the poorest. I'll request you all that please don't visit this hospital. The locality is too bad. If you really want to save your life, then please don't go here.",Neelachal Hospital Pvt Ltd
4.2,"If u like to end ur life then u come this hospital. Last gred service.. all doctor are only refer 3rd gred medicine  which have no name in market... I have proof the doctor and nurse openly speak the owner is refer to write company of medicine.. in 2day I visit DI office for complen... also after discussing time the hospital not provide all test report and documents... what is this policy...
I request to odisha govt please take action..
I think the hospital owner is bloody criminal..",Neelachal Hospital Pvt Ltd
4.6,Chandan kumar panda thank you for treatment for your end,Sunshine Hospital
4.6,Thankyou Dr Prayod Jena & Dr Sadananda Meher for kind support,Sunshine Hospital
4.6,"Thanks sir
Dr biswajit Mishra
Sunshine hospital",Sunshine Hospital
4.6,Dr swetank Das sir bhala treatment Karile.nursing staff bharat care nele .patient care dept very helpful,Sunshine Hospital
4.6,Behaviour is bad,Sunshine Hospital
4.6,"Went there with my mother, left her alone for 5 minutes and in that time they had basically sold her overpriced medicine from their own pharmacy, and didn't even take returns. Pretty shameful.",Sunshine Hospital
4.6,"Good service with well behaved and cooperative staffs . Special thanks to ""smaraki pahi"" & ""subhalaxmi mohanty"".",Sunshine Hospital
4.6,Thank you Dr chandan ku panda thank you Sunshine hospital.,Sunshine Hospital
4.6,I have appreciated to Dr.Roshan Sir for his better treatment and also fully coordinated with us.He has properly guide with us.How to treat our patient rutine daily basis,Sunshine Hospital
4.7,All service are good in this hospital...Doctor And Nursing Very Well Behavior..Cleanings Fantastic Service,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"I would highly recommend to everyone to sum ultimate medicare, the staffs are very good behaviour towards the patients.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"1.Doctor (Sidharth Samal) is a very good doctor, treatment and consultation is very good. But doesn't give much time in visiting of patient.

2.Hospital facilities is very good with neat and clean environment,good food, good nursing facilities,good bed but need in improvement in admission procedure. While I waited for 6 hrs for admission and getting a bed.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Dr Siddharth samal was great and helpful. Also my second surgery is due with him. Other facilities are also good.. will recommend to others.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,All good sarvice,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Best hospital and all staff behiver are very good.  Ward & bathroom always neat and clean hygiene also.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Treatment is very good with food cleaness room washroom.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Very good doctor and nice behaviour . Hospital staffs are also very supportive and takes care properly,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Chinamyee kar mam is very coperative.Her smiling face make us strong,Her talking style towards us is very beautiful.she solve all my problem regarding my pregnancy.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,All services is excellent.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"It's very precious for 1st child experience and we are lucky to have such an excellent doctor @Chinmayee Kar .
She always guides us the best way ,friendly approach with smiling face with her selfless service."" I can't thank you enough for the special,excellent care you have provided to us.""
Thank you so much Mam.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"My amputation was done on 06.01.2024 at Sum Ultimate Medicare, Bhubaneswar .After taking complete bed rest for two months, I was very depressed,then I met with Dr Anuwar Alli sir ,In-charge in prosthetics & orthotics Department, Sum Ultimate Medicare.Sir counselled me very well and told me all the details to do after getting prosthetics leg.I got a lot of positive vibes from his words.Now my prosthetics fitment is done and I am able to walk without support. So a big thanks to Dr Anuwar sir and his team who were with me with my artificial leg and meant a lot to me for giving me back my mobility.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Service, doctors & all staffs are very polite & good. Best medical facilities in bhubaneswar, Nurses are also very polite & caring,All the facilities in the hospital is very good.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"I would love to recommend the hospital to others.From nurses to paramedical staff, management staff everyone works as a team.Special thanks to Dr.Subhasis sir he is very helpful.Thank you everyone.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Despite the impressive amenities, this hospital fails where it matters most – in emergency care.

My wife was left in a dire state after delivery, seen by a doctor (Dr. Chinmayee Kar)  only once in four days. She was discharged with a ruptured intestine, an oversight that's not just unacceptable but downright dangerous. The luxurious facilities mean nothing if the doctors neglect their duties during critical moments.

I urge everyone to think twice before trusting their care to this hospital.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Dr Satyajit rath was a good doctor I'm satisfied with the treatment provided to me.thanks to everyone. All services was good. I had a satisfied experience,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,I was diagnosed with gallstone removal surgery under Dr. Satyajit Rath sir in SUM ultimate. The surgery went very well without pain and we are very much pleased with all the treatment and facilities provided during our stay in the hospital. All the staffs are well mannered and polite towards the patient and very cooperative. One of the best hospital in Odisha.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"The staff at sum ultimate Medicare is exceptional. They provided top notch care and made me feel comfortable through out my stay. I am incredible greatful for staying here with the support of nursing, housekeeping staff.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Our experience with staffs and doctors are very good,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,The level  of care I received  was wonderful.  Thanks to everyone  at this hospital  for taking care of me and my baby.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.5,Best hospital,Health Village Hospital
4.5,One of d best hospital...,Health Village Hospital
4.5,Very nice,Health Village Hospital
4.5,"I have visited health village hospital for my mother’s surgery and I must say quality of the care process from admission to discharge is outstanding.
I am grateful to Dr Sourav Subham and his full medical team who processed my mother’s surgery successfully with constant care and support.
Special thanks to my mother’s nurses and staffs for nice treatment who made us feel like home.
Best part of this hospital which i liked the most is its cleanliness.",Health Village Hospital
4.5,Good service,Health Village Hospital
4.5,"Being such a renowned hospital their are only few parking for doctors only.
Having vacant parking also the security is so reluctant to give parking to patients vehicle.",Health Village Hospital
4.5,A few complaints,Health Village Hospital
4.5,"Waste of money,they said it will cost 1200 rupees for just a blood test.Do not waste your time and money..",Health Village Hospital
4.5,I heard that health village is a very good and renowned hospital so I went to this hospital for my routine check up. I consult with DR P.K SINGH of Medicine Department over there. And I must tell that it was the worst experience of my life after meeting with Dr P.K Singh. His behaviour is quite rough and I thought that he is completely business oriented Doctor not patient oriented. This kind of doctors hamper the hospital's reputation and also patients are suffering a lot. I give one star ⭐ only for the hospital. But as far as the DOCTOR is considered he is not deserve a single  also.,Health Village Hospital
4.5,Most unhygienic hospital of India,Health Village Hospital
4.5,Good hospital with affordable price,Health Village Hospital
4.5,Nice,Health Village Hospital
4.5,Excellent treatment .,Health Village Hospital
