totalScore,text,title
4.7,My patient admitted here . The responsibility of every nursing staff is very good. They treat like her own relatives. They are very co operative.,Apollo Hospitals
4.7,My patient admitted in this hospital in oncology department . The service is very good . All nursing staff are very well behaved.,Apollo Hospitals
4.7,"CRADDLE -3
B/0- Pragya Pramita Mohanty newborn 23rd Aug
Was admitted under Dr.Ranjit Joshi .
We  all family members are pleased with NICU STAFF & DOCTOR'S  EXCELLENT SERVICE.",Apollo Hospitals
4.7,"Bed no. 518
Sister sasmita, nibedita , smruti,and bharti are extremely helpful and care ful",Apollo Hospitals
4.7,Excellent,Apollo Hospitals
4.7,Nice hospitality and best service,Apollo Hospitals
4.7,Good service,Apollo Hospitals
4.7,Good,Apollo Hospitals
4.7,Very good service,Apollo Hospitals
4.7,Good behaviour all doctors and  other staffs.,Apollo Hospitals
4.7,Happy,Apollo Hospitals
4.7,Thanks to Apollo hospital,Apollo Hospitals
4.6,We are satisfied.,Vivekanand Hospital Bhubaneswar
4.6,Ok,Vivekanand Hospital Bhubaneswar
4.6,Excellent treatment,Vivekanand Hospital Bhubaneswar
4.6,Service is good,Vivekanand Hospital Bhubaneswar
4.6,I am fully satisfied..,Vivekanand Hospital Bhubaneswar
4.6,Excellent care,Vivekanand Hospital Bhubaneswar
4.6,Good hospital.,Vivekanand Hospital Bhubaneswar
4.6,All services are good.,Vivekanand Hospital Bhubaneswar
4.6,Excellent,Vivekanand Hospital Bhubaneswar
4.6,All staffs behaviours are good.,Vivekanand Hospital Bhubaneswar
4.6,All staffs are cooperative.Thanks vivekanand hospital.,Vivekanand Hospital Bhubaneswar
4.6,All are ok.,Vivekanand Hospital Bhubaneswar
4.6,Good hospital,Vivekanand Hospital Bhubaneswar
4.6,Excellent treatment,Vivekanand Hospital Bhubaneswar
4.6,Good service,Vivekanand Hospital Bhubaneswar
4.6,Good  services.,Vivekanand Hospital Bhubaneswar
4.6,Staffs are cooperative.,Vivekanand Hospital Bhubaneswar
4.6,Excellent services.,Vivekanand Hospital Bhubaneswar
4.6,Thank u...,Vivekanand Hospital Bhubaneswar
4.6,All services are good.,Vivekanand Hospital Bhubaneswar
4.3,Good,"CARE Hospitals, Bhubaneswar"
4.3,Better treatment first recovery over all fine and excellent,"CARE Hospitals, Bhubaneswar"
4.3,best service,"CARE Hospitals, Bhubaneswar"
4.3,"All hospital staff behavior is very good & the most important thing  there GDA staff's behaving like a wonderful
Thank you Care hospital for providing good treatment & good communication","CARE Hospitals, Bhubaneswar"
4.3,Best hospitals in bhubaneswar for patient care and services especially all the doctors and nurses are very helpful.,"CARE Hospitals, Bhubaneswar"
4.3,Good,"CARE Hospitals, Bhubaneswar"
4.3,All are systematic.. Proper care. From admission to Discharge... Icus are hiegenic. Nursing staffs are well hospitality. Thanks Soumya brother and nirupama. Thanks Dr. MP Tripathy sir and Team. Thanks Team Care,"CARE Hospitals, Bhubaneswar"
4.3,Best medical,"CARE Hospitals, Bhubaneswar"
4.3,Good,"CARE Hospitals, Bhubaneswar"
4.8,"I was admitted in manipal hospital, at room no-4049,under DtManas Ranjan pradhan, dept of urology, u detgone surgery for phimosis ,meotoplasty,systoscopy. The service delivery is very good, and behaviour attitude of staffs is nice .","Manipal Hospitals, Bhubaneswar"
4.8,"My patient admitted in mhdu 2048. All nursing staff is very good as well as doctor and hk staff also. Specialy Rajalaxmi didi, soma didi, pravasini didi, lipirekha didi they are very good. Caring nature also very good","Manipal Hospitals, Bhubaneswar"
4.8,"Thanks to all emergency day care nursing staff and doctor for excellent treatment provided, and special thanks to brother Reshmit","Manipal Hospitals, Bhubaneswar"
4.8,Manipal hospital bhubaneswar is very good hospital radiology department ct scan room staff is very cooperative incharge mandakini and sister snehal very good in behaviour,"Manipal Hospitals, Bhubaneswar"
4.8,"My brother in law admired in bed number 4039,all staff behaviour is good, and they are very coporeting us.","Manipal Hospitals, Bhubaneswar"
4.8,I admit  in daycare excellent  service  i found   here   sis madhu sis usha sis jagajjita brother  resmith all are most co operative all are best  thanks to all,"Manipal Hospitals, Bhubaneswar"
4.8,"Hospitals ambience, security,dealings is excellent.
Just saying caring of Patients is exceptional.","Manipal Hospitals, Bhubaneswar"
4.8,"monipal hospital is very excellent 
all nursing staf's behaviour is very good 
all doctors are awesome","Manipal Hospitals, Bhubaneswar"
4.8,"My mother Mrs.jharana Das  she is admitted under doctor biswajeet mohapatra in ICU  Bed no 1004 . All departments staffs are good doctor is very cooperative really good person . Housekeeping staffs  also good . specially thanks sr.Sunita ,Sr.rubuna ,sr .sumitra , Br.sumit ,sr","Manipal Hospitals, Bhubaneswar"
4.8,"I admit in daycare  I happy with
thanks to dr j k padhi most supporting staff   sis madhu sis usha sis jagajjita
brother resmith most cooperative thanks to all
I always prefer manipal hospital thanks to billing staff  rupa","Manipal Hospitals, Bhubaneswar"
4.8,"I dasarathi jena admitted in your hospital manipal cardiac icu bed no 1020a in your hospital all service provided nicely especially staff subhashree, manini, joshna, jyoti, smriti, preeti thank you","Manipal Hospitals, Bhubaneswar"
4.8,"My mother admitted under Dr.pratap Behera on 12/8/2024 with jaudice . Special thanks to our Excellent nursing service.Special thanks to Lilima madam, itishree madam,Debasmita,pujalin,Rajasree Barik.house keeping staff Suchitra","Manipal Hospitals, Bhubaneswar"
4.8,"My father Mr manamohan swain admitted in chdu bed number 1022. All staff are very good in nature. Incharge Subhashree didi, smriti, Padmini, suhasini, Jyoti, manini, gayatri, abhilipsa, jyotsana thanks for your cooperation and support.","Manipal Hospitals, Bhubaneswar"
4.8,Manipal hospital bhubaneswar is very good hospital. Radiology department (CT scan) sister sujata is very cooperative and  very nice,"Manipal Hospitals, Bhubaneswar"
4.8,"All KTU staff very good,cooperative specially  sister aiswarya and susmita very sincere and good","Manipal Hospitals, Bhubaneswar"
4.8,"My aunty admitted under dr.deepak kumar parida on dt.16/8/2024. Thank you so much Dr. Deepak Kumar parida sir.. thank you so much to nursing team ( lilima dd , itishree dd, Priyankadd , monalisa dd, rajshree dd, simran dd ) housekeeping (suchitra ,Gita ,sontoshini ) floor manager ( mr Hasan ,miss punyataya ) food (bhola )","Manipal Hospitals, Bhubaneswar"
4.8,"I would like to say thank from the core of the core of my heart to Nitis sir oncologist specialist and also Sachin Sir oncologist specialist for giving us valuable time , It is great experience by both doctors, too much friendly nature , supportive careful  also listen concern with care a give a valuable response on the time..  I am highly satisfied with Nitis sir for giving us expected Care. Sir give us  polite response when we ask something.Also want to say thank from heartly to Priyanka sahoo Mam as well Laxmi Mam for for giving well service , A good and polite response I received from Priyanka sahoo Mam, She Inform us on the time, and concern the problem  and treat us on the time... And Also Laxmi Mam is  well behaviour polite attitude and guide us very well..,    Thankyou Amri Hopital ..
Regards
Sarfaraz Alam
Patient Name - Phaimida Khatun Sambalpur-","Manipal Hospitals, Bhubaneswar"
4.8,"Staff are good and cooperative ,need to improve lab test and departure of report.","Manipal Hospitals, Bhubaneswar"
4.8,My  brother admit in daycare excellent service I found from sis madu sis rojalin sis jagajitta brother resmith all are best most coperate thanks to all,"Manipal Hospitals, Bhubaneswar"
4.8,"My father  Mr Radhagobinda mohapatra admitted in Chdu bed nb1021. Doctor, nursing and house keeping staff are very  caring and polite in nature.  Incharge  subhashree didi,  Smriti,  Jyotsana,  pad mini, gayatri thanks  to all of you for your  care and support","Manipal Hospitals, Bhubaneswar"
4.4,Good doctors with cooperative staffs,UTKAL HOSPITAL
4.4,Friendly atmosphere with good staff and doctors,UTKAL HOSPITAL
4.4,Health checkup was done smoothly by staffs,UTKAL HOSPITAL
4.4,Dr anata Kumar agasti is good doctor,UTKAL HOSPITAL
4.4,Health check up  was smoothly done,UTKAL HOSPITAL
4.4,Dr dipak is good doctor,UTKAL HOSPITAL
4.4,I want to give zero star. Only single person can visit reletive patent . Behaviour of security staff full rubbish . I suggest vist any gov hospital. Gov hospital far better this hospital,UTKAL HOSPITAL
4.4,Good care by staff doctor susant paikray is good consultant,UTKAL HOSPITAL
4.4,Dr Padmalochan is good consultant,UTKAL HOSPITAL
4.4,"Very bad treatment and the behaviour of staffs was also not good,all they have intensions of taking money time to time.",UTKAL HOSPITAL
4.4,"Excellent service and hospitality.
Staffs behaviour is excellent and time management also very good.",UTKAL HOSPITAL
4.4,Dr Pabitra mishra is very nice doctor . And this sentence was wrote by help desk officer. She was asked me for mobile phone and type it.,UTKAL HOSPITAL
4.4,Great consultant dr salil,UTKAL HOSPITAL
4.4,Dr salil kumar parida is good consultant,UTKAL HOSPITAL
4.4,Dr Dipak ranjan is good doctor,UTKAL HOSPITAL
4.4,Cardiologist doctor nimai   is good,UTKAL HOSPITAL
4.4,Staff are very cooperative in health checkup,UTKAL HOSPITAL
4.4,Best supportive staff,UTKAL HOSPITAL
4.2,Very good service of sparsh hospital.thank you,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Very good service of Sarah hospital.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,"Outstanding
Everything",Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Very good service of sparsh hospital.thank you,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Best service of sparsh hospital.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,best services of sparsh hospital.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,All are very good.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Very good services of sparsh hospital.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Highly recommend for oncology related issues.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,All services are good.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Very good service of sparsh hospital.and all the staffs are very good,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,"Nice service ,, good behavior ...",Sparsh Hospitals & Critical Care Pvt. Ltd.
4.6,Staffs are cooperative.,Vivekanand Hospital Bhubaneswar
4.6,"Service to patient of Vivekanand Hospital is quite satisfactory inall type of service
Workers are quite dedicated servicius",Vivekanand Hospital Bhubaneswar
4.6,Very thing is good here,Vivekanand Hospital Bhubaneswar
4.6,Ok,Vivekanand Hospital Bhubaneswar
4.6,"Very good service provided,,,any ,,,,Staff and sisters.",Vivekanand Hospital Bhubaneswar
4.6,Excellent care,Vivekanand Hospital Bhubaneswar
4.6,Excellent.,Vivekanand Hospital Bhubaneswar
4.6,All facilities are excellent.,Vivekanand Hospital Bhubaneswar
4.6,Good services.,Vivekanand Hospital Bhubaneswar
4.6,"All facilities are good, we are overall satisfied with this hospital. Staffs behaviour are great.",Vivekanand Hospital Bhubaneswar
4.6,Everything is good.,Vivekanand Hospital Bhubaneswar
4.6,"Everything is good
Good behaviour of all staff
Neet and clean rooms...!!!
Fully Satisfied.",Vivekanand Hospital Bhubaneswar
4.6,All services are good.,Vivekanand Hospital Bhubaneswar
4.6,Good,Vivekanand Hospital Bhubaneswar
4.6,Good  treatment.,Vivekanand Hospital Bhubaneswar
4.6,Good,Vivekanand Hospital Bhubaneswar
4.6,Excellent,Vivekanand Hospital Bhubaneswar
4.6,Best hospital in bhubaneswar,Vivekanand Hospital Bhubaneswar
4.6,Excellent care.,Vivekanand Hospital Bhubaneswar
4.6,"Good treatment, I am happy.",Vivekanand Hospital Bhubaneswar
3.7,Medical kam bahut Kam gote report de pai 5day 6day karu6nti loka ta banchi ba na semit re,SUM Hospital
3.7,"Bad hospital my experience.
Dead my mother this hospital.",SUM Hospital
3.7,"The service of nurse is very bad in ward-28 B.
Nurse are behave like we are not human being. The hospital is very good and management also cooperative but today the nursing staff is very bad. For us medical staff is second temple. Because of some useless staff like staff nurse is very bad behaviour.
Very soon i will send the behaviour video in social media.",SUM Hospital
3.7,"In the Pulmonary Department Sector Those who were Working, Their Behaviour-3rd Class or Less✅
Also The oncology Department there was No time restriction To the Doctors.
They came whenever they wanted. So
Be careful. Be aware when you think about coming to SUM Hospital. l personally think don't waste your time and wealth.
Also If you use a Biju Swasthya Card
Then You will be treated like ( if you know you know)",SUM Hospital
3.7,"Sum Hospital in Bhubaneswar is a renowned medical facility known for its advanced healthcare services. It offers a wide range of specialties, modern amenities, and experienced medical professionals dedicated to providing quality care to patients...",SUM Hospital
3.7,Hospital Is Good but You Need A lot of money for your Cheak up and other neeeds,SUM Hospital
3.7,The nurse does not speak well and works very slowly.Asking the nurses about something is quick to get angry.,SUM Hospital
3.7,Behaviour of doctors are good but staff female securities behaviour is very very bad,SUM Hospital
3.7,Worst hospital....too many formalities...lots of money needed....,SUM Hospital
3.7,"If you have insurance or want to do treatment through cash(specifically in patient treatment) I would strongly suggest to avoid Sum hospital. Once the patient is admitted you will feel like as if your close ones are getting treated in a government hospital (rural area). No proper communication at all about the patient /treatment, as an attendant you need to follow up for even getting an update, for getting a test done, for getting the results and even to shift from ICU to normal ward or for discharge. Such a big hospital and with lot of fame but there is nothing systemic. Department doctors won't be visiting ICU on a regular basis and after escalation they used to visit ICU to treat a critical patient. I don't doubt the ability of any doctor, but I beleive this hospital is getting used for the PG students as a case study/pratical perspective. In fact heard from the security guards that it would be better to get treated at Sum ultimate if you can afford. Sum hospital is only good and reliable only for the BSKY card holders. This is a genuine review and I have personally experienced the same here. This will be my first and last visit to Sum hospital and will strongly discourage my near and dear ones to avoid this hospital.",SUM Hospital
3.7,Awesome,SUM Hospital
3.7,"Misbehaviour
No time management
Always try to convince holiday or off days are not for service or emergency .

Roughly handle the patient
and ready for fighting.

Release you in the midnight or night time when you face issue to return your home too.

The more emergency you show they make same repentant.

Wish Sikya au Anusandhan will really teach staff good Sikya of human touch , one day .",SUM Hospital
3.7,Best,SUM Hospital
3.7,The staffe  bihebihara honestly very very poor,SUM Hospital
4.3,Very Good service only the lift security guards are very uncivilised and rude,"CARE Hospitals, Bhubaneswar"
4.3,"Overall health facilities are best, staffs are supportive and friendly.","CARE Hospitals, Bhubaneswar"
4.3,Good Hospital having good doctors,"CARE Hospitals, Bhubaneswar"
4.3,Nice security guard,"CARE Hospitals, Bhubaneswar"
4.3,its very good experience...houskeeping and nursing staffs are very much supporting and  caring....,"CARE Hospitals, Bhubaneswar"
4.3,"All doctors are very cooperative.
Nice hospital in bhubaneswar","CARE Hospitals, Bhubaneswar"
4.3,"I would like to extend my heartfelt thanks to Care Hospital Bhubaneswar for the exceptional care provided during my wife's recent gall bladder surgery. A special note of gratitude goes to Dr. J.S. Mahapatra and his dedicated team. Their expertise, professionalism, and compassionate service made a significant difference during our stay. We are deeply appreciative of their commitment to ensuring a smooth and successful procedure. Thank you for everything.","CARE Hospitals, Bhubaneswar"
4.3,"Excellent, and good behaviour","CARE Hospitals, Bhubaneswar"
4.3,Good,"CARE Hospitals, Bhubaneswar"
4.3,"If you want to die then get yourself admitted their.
1. Doctor’s behaviour was rude, arrogant and cunning, just visit and experience by yourself, statements by them will make you more sick and unconfident.
2. ICU for everything, and even if patient would be critical in stage, first you have to clear the bill.
3. Very much inexperience doctors who doesn’t know which procedure to operate first. Lack of co-ordination among them.
4. Utmost casual behaviour by nurse in ICU and MICU wards
5. They need only Money, Money and Money

Solution: Just visit apollo hospital instead, fleet of expert doctors, you will relaxed and recover best possible way.","CARE Hospitals, Bhubaneswar"
4.3,Yatri canteen service is very good.,"CARE Hospitals, Bhubaneswar"
4.5,"It's a trustable hospital and also all staffs are very cooperative, thanks for your well treated",Health Village Hospital
4.5,Good,Health Village Hospital
4.5,Very good hospital,Health Village Hospital
4.5,When I get time I'll describe the  hospital and their money making plan.,Health Village Hospital
4.5,It was a fruitful visit to Dr. Shovan Sir. He listened my health problem with patience and suggested accordingly. Thank you Sir,Health Village Hospital
4.5,"I have recovered from severe fever due to yours care and Dr pratap kumar Singh guidance. Thus, I will remain ever greatful to this hospital and will recommend to my peers.",Health Village Hospital
4.5,"Please look into the matter first at reception…. It’s miserable to see n experience a water dropping ac with a small stand fan at reception. Patients waiting there for hours but there is no ac working n no fan and no space at all…pls 1st look into it then ll review about treatment… thanks!…

*Obviously doctor n treatment is good* but some patient ll die in suffocation in reception hall only if it is not managed well.

Dr. Sumit is very good surgeon with good behaviour.. I highly recommend everyone",Health Village Hospital
4.5,Good service,Health Village Hospital
4.5,All staffs are friendly,Health Village Hospital
4.5,A great hospital at the city of bhubaneswar offering great medical facilities from their doctors and medical staffs. Highly recommended for surgeries and operations,Health Village Hospital
4.6,"Many more thanks to Dr. P .K Sahoo, Dr.Roshan Sahoo ,and Dr.Sureswar Mohanty,and all the staff of sunshine hospital for very carefully neurosurgery operation of my mother ..",Sunshine Hospital
4.6,Very best treatment...all staffs are much cooperative,Sunshine Hospital
4.6,The best hospital,Sunshine Hospital
4.6,"Sunshine hospital service is good
And OPD madam good.jayanti madam. Thanks.",Sunshine Hospital
4.7,"I am with the hospital service, the hospital environment is so good, staffs are very friendly, special thanks to the billing staff of oncology and reception staffs.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"I was here for a surgery which was undertaken by one of the best doctor, Satyajit Rath sir who is a general surgeon here. He is a very cooperative and friendly doctor, also listen to the queries carefully. The treatment facility, technology, staffs, nurses everything is very good and well maintained here. Overall it was a good experience here.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"I would like to recommend this hospital to everyone. All services are very good, also staffs behaviour very good. Thanks for the care.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Very good service. Dr. Tapan pattnaik is best at his work. Well experienced staff. Behaviour of all staffs is good. Overall its nice experience in sum ultimate.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"It was a great experience with sum ultimate medicare and Dr. Ayashkant Singh Sir's treatement is extraordinary extraordinary..Nusring staff services and behaviour is 5star rated... cleaning food and other services are superb..It is a great experience
Regards",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"My mother was Admitted here from last 5 days for knee replacement surgery. We consultant with Dr. Pulin bihari das, Orthopaedic, surgeon specialist. He is very patient friendly. He successfully replace the knee and now my mother is fine post surgery . Regarding sum ultimate, all nurse, housekeeping members behavior was good during that time.. Cafeteria was good and hygienic",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Dr unmesh sir  was exceptional in every way. Every day  he visit my grandmom  took time listening every concern.nursing staff and housekeeping staff are attentive .the facilities in sum ultimate Medicare  is clean and well organised.refelcting a high standard of care  attention to details.i highly recommend this hospital to anyone seeking quality healthcare.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Doctor s are very good and caring
House keeping is well.
Nurces are very good.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"We are very much satisfied by your hostipal staff members, they very polite and well behaved. We feel co-ordial enviroment while our staying here. We must say Prof Doc. Tapan kumar patanayak sir is best at their field. We feel like homely here.. thank you for maintaining a very good service, hygine, cleanliness, diet and evrything..",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Very good hospital, nice treatment, friendly atmosphere and excellent guidance. Dr Srikant Dhar is very courteous and understanding. Specially thanks to corporate desk for their guidance.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"One of the best hospital in bbsr, with great docs n nurses n everyone else. I personally love the behavior of all the staffs bt nurses have my heart, they are so well manner n friendly not like other nurses in other hospitals. Food is amazing u can jst order ur food in ur room ,the quality n quantity is sufficient for a person. Cleaners are also great, tho 2 time they took hrs to reach our room bt rest of the time they were quick n cleaned the room neatly. U can ask for anything through room service. I would give this a 4.5 star.

(N-please please increase the parking space, its a headache to park  our cars/vehicles)",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Excellent,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,All facilities and staffs are very good. I really felt good after seeing such happening atmosphere. Nice management. Thank you,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Experience is very good.Docter & all staff behaviour is so  excellent. i'm so happy because I select this hospital,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Very very supportive staff ... Very good experience,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"My opinion dr. B.B. Mishra sr and his team treated & suggested me vry well during my operation and treatment and I also feel better after successful of my operation, I also promise to share about the successful treatment to my friends cercule relatives etc,  thanks alot doctors team of sum ultimate hospital and theirs others team for any help.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Best experience,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Very good service from staffs ,nurses, and doctors",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,The experience of housing keep staffs are outstanding and their service are very good,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Very Cooperative nurses and house keeping staff....Excellent treatment... I am grateful to Dr Dhar and Dr Ananya for an effective and friendly treatment.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.2,VERY GOOD SERVICE QUALITY.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Excellent service of sparsh hospital.thank you,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,"Sparsh Hospital in Bhubaneswar provided outstanding medical care. The staff was professional and compassionate, ensuring a smooth and comfortable experience. The facilities were top-notch, and the treatment was highly effective. I highly recommend Sparsh Hospital for anyone seeking quality healthcare.",Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Nicely taken care by the reputed doctors and well trained nurses.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Good service,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Patient abhmanyu sahu relative of mine got cured & would like give special thanks to sparsh hospital & dr j k raut (odisha famous ortho spine dr j k raut).ever gratefull for hospitality.As this hospital is well located so I will recomend our known patients to avail Nobel medical services.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,"I am writing to extend my heartfelt thanks for the exceptional care and treatment by Dr.Rajesh padhi,Dr.pritam and Mr.ranjan and Mr.Sudha mahakud provided during my recent hospital stay. Your professionalism, kindness, and commitment to patient comfort did not go unnoticed. I truly appreciate the tireless efforts you and your team put in to ensure my speedy recovery.",Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,"SUCH A VERY HELPFUL HOSPITAL THAT WE FOUND. THANKS SPARSH HOSPITAL FOR PROVIDING THE BEST SERVICE AND BEHAVIOR.. .   SIR LIKE A GOD WHO SAVED MY BROTHERS LIFE . HE COMPLETELY CLEAR ALL THE DOUBTS AND PROVIDING THE BEST SERVICE. AND .    , MY ALL FAMILY WERE GRATEFUL TO YOU FOR YOUR KIND SUPPORT . HE WAS HELPING US FROM THE TIME OF ADMISSION TO THE DISCHARGE TIME. ALL THE MEDICAL STAFFS ARE VERY GOOD ALSO PROVIDING THE BEST TREATMENT, SOME OF THEM ARE NOT GOOD IN BEHAVING BUT WE CAN NEGLET THEM. OTHERWISE HOSPITAL SERVICE WAS GOOD . SO THANK YOU SPARSH HOSPITAL AND STAFF SPECIALLY  SIR.",Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,"Rating is very poor due to rude behaviour of ENT Doctor,  Dr. Rajesh Padhy. He is not able to clarify the doubts, he has no patience to listen from a patient. Today he behaves rudely with an old lady while questioning during treatment.",Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,"Worst hospital ever, some of the staffs were rude and had very bad behaviour, we had insurance and they plotted against us and didn't accept our insurance, I would recommend no one to visit this hospital",Sparsh Hospitals & Critical Care Pvt. Ltd.
3.7,"Service , cleaning and all other services like nursing provide by hospital is very good.",SUM Hospital
3.7,WORST SERVICE I HAVE EVER EXPERIENCED.SEEMS LIKE MEDICAL TRETMENT DELAYING INTENTIONALLY.WORST MANAGEMENT.MEDICAL REPORT DELAYED EVERYTIME.NO ONE IS LISTENING ANYTHING IF YOU COMPLAIN ANYTHING.THERE IS NO CLARITY ABOUT YOUR HOSPITALISATION AND YOUR TREATMENT.ONLY ONE THING THEY ARE SERIOUS ABOUT YOU  HAVE TO DEPOSIT MONEY IN ADVANCE OTHERWISE NO TREATMENT OR NO SAMPLE WILL BE COLLECTED.NO CLARITY ABOUT YOUR DEPOSIT MONEY.,SUM Hospital
3.7,# All time WROST HOSPITAL BHUBANESWAR(BBSR) SUM HOSPITAL,SUM Hospital
3.7,Worst treatment and worst behavoiur .kindly requesting don't go to this hospital in emergency. it's is same as govt  SCB hospital...they are very slow .normal reports get 2days ..worst hospital,SUM Hospital
3.7,"Bad experience, unnecessary testing, patients are balika bakra.",SUM Hospital
3.7,"Very bad experience..staffs are very rude in behavior...also no response after seeing a serious patient
Search for the supervisor but he was unavailable ...",SUM Hospital
3.7,staff are not good,SUM Hospital
3.7,Acchhha he,SUM Hospital
3.7,Good,SUM Hospital
3.7,This hospital having good doctors and patients treatment is also grateful experience for me.,SUM Hospital
3.7,"No one picking up provided phone no. This hospital has no parking area and is a worst kind of hospital as no one responding properly to your query. No one lift phone in MRI section. Even, the hospital is not deserved one star rating.",SUM Hospital
3.7,Doctors and staff all behave rudely.they dont care about patients not even their family.specialy Dr Abdul's language is very bad who is in ICU.he also uses slang for the patients.overall experience is to bad.,SUM Hospital
3.7,It takes a long time. Workers are very slow.,SUM Hospital
4.5,"It's a nice hospital attending all patients with well behavior with all doctors, staffs & staff nurses.",Health Village Hospital
4.5,"Very good experience.  Nice treatment.....
Most recommend Hospital....",Health Village Hospital
4.5,Very nice hospital,Health Village Hospital
4.5,"Very good hospital
Doctors & staff cooperative.....",Health Village Hospital
4.5,"It was a comfortable stay,The staff was very concerned nd helpful,Every Treatment  facility r available, Overall a great Experience ♥️",Health Village Hospital
4.5,"Hospital is good,  but Staff behavior is very bad .",Health Village Hospital
4.5,"I have an excellent experience with Health Village Hospital and their hospitality. All staffs are good and everything neat and clean there. The best part of my experience is Dr Smita Sarangi. The best Doc I have ever meet.. very caring, very kind, so humbel and also always available whenever you require. We contact her by phone  also. In my view she is the  best gynecologist at BBSR..",Health Village Hospital
4.5,All staf and doctor's behaviour excellent but reception staff behaviour bad,Health Village Hospital
4.5,Best Hospital in BBSR,Health Village Hospital
4.5,Very good hospital.... doctors and staff's are excellent & cooperative.....,Health Village Hospital
4.5,"All medical staff and docters are good and behaviour also good but the security behaves like he was the owner of that hospital,my uncle was in ICU so I went to 2nd floor through lift when i reached to 2nd floor i was looking for my uncle security asked me where are you going i said that my uncle is in ICU so i came here for him then the security told me who are you why are you came for who sent you and send me to go through the staircase.I don't know what is the time to meet the patient at that time the time was 9.15 AM but the security behaviour was disgusting....",Health Village Hospital
4.5,"Due to my father’s ligament injury I visited today.

In spite of busy schedule Shovan sir specially guided also help out of the box.

Really excellent service

All staff’s behaviour is very good & helpful also.

Thank you  Dr Shovan Kumar Rath⁩ sir .

Request everyone please visit once for any type of health related issue.

Best guidance & consultancy you will get.

*Forgot to take photo*",Health Village Hospital
4.5,"Recently I was admitted in hospital due to my gall bladder surgery,Dr.sumit mohanty best surgeon.his behaviour also nice.all staffs and nurses are very co operative and housekeeping also very nice.overally best hospital in odisaa.",Health Village Hospital
4.7,Excellent service providers by your house keeping staff and other staff also thanks to sum ultimate.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,All facilities are good.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Good experience at Sum ultimate care. Nice room and service. House keeping, nursing staff is very supportive and prompt response. Cashless insurance, admission are seamlessly handled.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Excellent Experience .. well behaved and cooperative staff ..doctors are friendly. Nursing, fb houses keeping,  Every Staffs are prafesonal .Room always neat and cleaned hygiene aslo.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
